"filename", "language", "Markdown", "C#", "comment", "blank", "total"
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\Systems\MazeMap\MazeMapSystem.cs", "C#", 0, 88, 6, 15, 109
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\Systems\MazeMap\RecipeStoreSystem.cs", "C#", 0, 85, 2, 14, 101
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\Systems\MazeMap\SellStoreSystem.cs", "C#", 0, 97, 3, 20, 120
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\Tools\Attributes.cs", "C#", 0, 10, 0, 1, 11
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\Tools\CollisionDetector.cs", "C#", 0, 30, 2, 5, 37
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\Tools\Enums.cs", "C#", 0, 24, 0, 4, 28
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\Tools\Extensions.cs", "C#", 0, 63, 22, 14, 99
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\Tools\Matrix.cs", "C#", 0, 167, 76, 42, 285
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\Tools\PriorityQueue\FastPriorityQueue.cs", "C#", 0, 438, 106, 48, 592
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\Tools\PriorityQueue\FastPriorityQueueNode.cs", "C#", 0, 11, 10, 3, 24
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\Tools\PriorityQueue\IFixedSizePriorityQueue.cs", "C#", 0, 9, 15, 3, 27
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\Tools\PriorityQueue\IPriorityQueue.cs", "C#", 0, 15, 30, 9, 54
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\Tools\RandomPool.cs", "C#", 0, 144, 12, 36, 192
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\Tools\Random\DeterministicRandom.cs", "C#", 0, 135, 56, 35, 226
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\Tools\Random\RandomHelper.cs", "C#", 0, 30, 1, 11, 42
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\Tools\Save\SaveClasses\GameSaveData.cs", "C#", 0, 8, 0, 1, 9
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\Tools\Save\SaveKey.cs", "C#", 0, 7, 0, 0, 7
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\Tools\Save\SaveModel.cs", "C#", 0, 26, 0, 6, 32
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\Tools\Timer.cs", "C#", 0, 74, 2, 14, 90
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\EntityBase\Entity.cs", "C#", 0, 53, 9, 16, 78
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\EntityBase\Interfaces\IAttackable.cs", "C#", 0, 14, 10, 3, 27
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\EntityBase\Interfaces\IEffectable.cs", "C#", 0, 8, 0, 1, 9
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\EntityBase\Interfaces\IEntity.cs", "C#", 0, 10, 0, 1, 11
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Plants\Base\IPlant.cs", "C#", 0, 14, 0, 2, 16
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Plants\Base\Plant.cs", "C#", 0, 52, 3, 18, 73
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Plants\Cactus.cs", "C#", 0, 43, 1, 8, 52
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Plants\CherryBomb.cs", "C#", 0, 37, 0, 5, 42
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Plants\Flowerpot.cs", "C#", 0, 34, 0, 4, 38
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Plants\Marigold.cs", "C#", 0, 37, 0, 8, 45
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Plants\MungBeanShooter.cs", "C#", 0, 47, 2, 9, 58
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Plants\Peashooter.cs", "C#", 0, 44, 1, 8, 53
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Plants\PotatoMine.cs", "C#", 0, 58, 0, 10, 68
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Plants\Repeater.cs", "C#", 0, 51, 1, 9, 61
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Plants\SnowPea.cs", "C#", 0, 43, 1, 9, 53
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Plants\SplitPea.cs", "C#", 0, 62, 1, 12, 75
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Plants\Sunflower.cs", "C#", 0, 34, 0, 8, 42
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Plants\Wallnut.cs", "C#", 0, 15, 0, 2, 17
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Projectiles\FrozenPea.cs", "C#", 0, 30, 0, 5, 35
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Projectiles\IPeaLikeInit.cs", "C#", 0, 8, 0, 1, 9
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Projectiles\IProjectile.cs", "C#", 0, 7, 0, 1, 8
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Projectiles\MungBean.cs", "C#", 0, 30, 0, 5, 35
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Projectiles\Pea.cs", "C#", 0, 30, 0, 5, 35
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Projectiles\Projectile.cs", "C#", 0, 14, 0, 2, 16
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Projectiles\Spike.cs", "C#", 0, 33, 0, 4, 37
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Zombies\Base\IZombie.cs", "C#", 0, 7, 0, 1, 8
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Zombies\Base\Zombie.cs", "C#", 0, 322, 21, 86, 429
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Zombies\Instances\BucketheadZombie.cs", "C#", 0, 28, 0, 6, 34
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Zombies\Instances\ConeheadZombie.cs", "C#", 0, 28, 0, 6, 34
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Zombies\Instances\NewspaperZombie.cs", "C#", 0, 41, 0, 11, 52
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Zombies\Instances\NormalZombie.cs", "C#", 0, 17, 0, 2, 19
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Zombies\Instances\ScreenDoorZombie.cs", "C#", 0, 29, 0, 7, 36
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Zombies\States\AttackingState.cs", "C#", 0, 39, 0, 6, 45
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Zombies\States\DefaultTargetingState.cs", "C#", 0, 48, 5, 8, 61
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Zombies\States\OnNewspaperDestroyed.cs", "C#", 0, 16, 0, 2, 18
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Zombies\States\ZombieState.cs", "C#", 0, 10, 0, 0, 10
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Zombies\View\Components\ZombieArmorView.cs", "C#", 0, 33, 0, 2, 35
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Zombies\View\Components\ZombieComponentView.cs", "C#", 0, 29, 0, 5, 34
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Zombies\View\ViewController\DefaultZombieViewController.cs", "C#", 0, 59, 5, 7, 71
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Zombies\View\ViewController\NewspaperZombieViewController.cs", "C#", 0, 67, 6, 9, 82
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Zombies\View\ViewController\ZombieViewController.cs", "C#", 0, 63, 4, 21, 88
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Zombies\ZombieAttackAreaController.cs", "C#", 0, 24, 0, 2, 26
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Entities\Zombies\ZombieShieldController.cs", "C#", 0, 26, 0, 5, 31
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Managers\GameManager.cs", "C#", 0, 102, 1, 18, 121
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Managers\GameStarter.cs", "C#", 0, 24, 6, 3, 33
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Managers\SomeInputController.cs", "C#", 0, 145, 6, 18, 169
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Managers\TestDataManager.cs", "C#", 0, 11, 0, 2, 13
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Others\Coin.cs", "C#", 0, 49, 0, 10, 59
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Others\InteractionPromptController.cs", "C#", 0, 26, 0, 5, 31
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Others\LevelEndObjectController.cs", "C#", 0, 62, 3, 13, 78
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Others\LevelScene\FollowingImage.cs", "C#", 0, 64, 3, 9, 76
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Others\LevelScene\LevelTilemapController.cs", "C#", 0, 20, 0, 3, 23
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Others\LevelScene\ParallaxController.cs", "C#", 0, 49, 2, 10, 61
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Others\LevelScene\SelectFramebox.cs", "C#", 0, 75, 0, 9, 84
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Others\LevelScene\VirtualCamaraController.cs", "C#", 0, 50, 0, 7, 57
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Others\MazeMap\MazeMapTilemapController.cs", "C#", 0, 14, 0, 3, 17
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Others\MazeMap\TombstoneController.cs", "C#", 0, 46, 0, 9, 55
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Others\Player.cs", "C#", 0, 106, 3, 26, 135
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\Others\Sun.cs", "C#", 0, 44, 0, 9, 53
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\UI\ItemView\CardViewController.cs", "C#", 0, 54, 0, 8, 62
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\UI\ItemView\CoinViewController.cs", "C#", 0, 13, 0, 2, 15
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\UI\ItemView\PlantBookViewController.cs", "C#", 0, 21, 0, 4, 25
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\UI\LevelScene\LevelStateBarPanelController.cs", "C#", 0, 58, 2, 10, 70
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\UI\LevelScene\SeedController.cs", "C#", 0, 134, 4, 22, 160
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\UI\LevelScene\SeedOptionController.cs", "C#", 0, 50, 0, 7, 57
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\UI\LevelScene\ShovelController.cs", "C#", 0, 54, 0, 6, 60
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\UI\LevelScene\SunpointController.cs", "C#", 0, 24, 0, 8, 32
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\UI\MazeMapScene\AwardPanelController.cs", "C#", 0, 76, 5, 15, 96
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\UI\MazeMapScene\CardPanelController.cs", "C#", 0, 48, 2, 10, 60
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\UI\MazeMapScene\CoinStorePanelController.cs", "C#", 0, 137, 12, 26, 175
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\UI\MazeMapScene\CoinTradeNode.cs", "C#", 0, 12, 0, 1, 13
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\UI\MazeMapScene\InventoryPanelController.cs", "C#", 0, 38, 0, 8, 46
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\UI\MazeMapScene\PlantBookPanelController.cs", "C#", 0, 38, 2, 9, 49
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\UI\MazeMapScene\RecipeStorePanelController.cs", "C#", 0, 105, 11, 17, 133
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\UI\MazeMapScene\RecipeTradeNode.cs", "C#", 0, 12, 0, 1, 13
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\UI\MazeMapScene\SellTradePanelController.cs", "C#", 0, 97, 6, 14, 117
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\UI\MazeMapScene\StorePanelController.cs", "C#", 0, 29, 0, 5, 34
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\UI\Panels\UIChooseSeedPanel.Designer.cs", "C#", 0, 44, 1, 8, 53
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\UI\Panels\UIChooseSeedPanel.cs", "C#", 0, 102, 7, 21, 130
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\UI\Panels\UIGameStartPanel.Designer.cs", "C#", 0, 38, 1, 8, 47
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\UI\Panels\UIGameStartPanel.cs", "C#", 0, 35, 1, 8, 44
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\UI\Panels\UILevelGameplayPanel.Designer.cs", "C#", 0, 47, 1, 8, 56
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\UI\Panels\UILevelGameplayPanel.cs", "C#", 0, 133, 4, 28, 165
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\UI\Panels\UIMazeMapPanel.Designer.cs", "C#", 0, 50, 1, 8, 59
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ_Rouge\Assets\Scripts\ViewControllers\UI\Panels\UIMazeMapPanel.cs", "C#", 0, 45, 4, 11, 60
"Total", "-", 138, 12465, 1057, 2437, 16097
